ID,original_date,modis_date
11566_ID,2006-05-13,2006-05-20 00:00:00.000000000
11579_ID,2006-05-11,2006-05-25 00:00:00.000000000
11641_ID,2006-01-07,2005-11-21 00:00:00.000000000
11644_ID,2006-04-05,2005-11-26 00:00:00.000000000
11716_ID,2006-05-11,2005-11-19 00:00:00.000000000
00918_ID,2006-05-23,
00925_ID,2006-06-09,2006-06-17 00:00:00.000000000
00930_ID,2006-05-11,2006-05-16 00:00:00.000000000
00934_ID,2006-05-12,2006-05-16 00:00:00.000000000
00935_ID,2006-05-23,2006-06-12 00:00:00.000000000
11645_ID,2006-01-01,
11646_ID,2006-01-01,
12090_ID,2006-12-14,2006-10-28 00:00:00.000000000
12091_ID,2006-11-15,
12095_ID,2006-12-10,
12096_ID,2006-12-15,2006-12-24 00:00:00.000000000
12115_ID,2006-10-09,
12122_ID,2006-10-26,2006-01-22 00:00:00.000000000
12123_ID,2006-10-21,
12126_ID,2006-11-22,2006-12-03 00:00:00.000000000
12127_ID,2006-11-15,2006-11-20 00:00:00.000000000
12128_ID,2006-10-27,
12130_ID,2006-12-04,
12133_ID,2006-12-15,2006-12-15 00:00:00.000000000
12136_ID,2006-10-28,2006-11-05 10:50:19.354838528
12152_ID,2006-12-20,
12099_ID,2006-12-07,
12118_ID,2006-11-03,2006-11-10 00:00:00.000000000
12119_ID,2006-12-15,
12120_ID,2006-12-15,2006-11-10 00:00:00.000000000
12121_ID,2006-12-15,2006-11-10 00:00:00.000000000
12124_ID,2006-11-23,2006-12-03 00:00:00.000000000
12129_ID,2006-12-07,
12135_ID,2006-12-07,2006-05-11 00:00:00.000000000
12138_ID,2006-12-07,
12114_ID,2006-09-16,2006-06-03 00:00:00.000000000
12089_ID,2006-10-20,2006-10-24 23:59:59.999999744
12093_ID,2006-10-09,2006-10-09 00:00:00.000000000
12094_ID,2006-11-02,2006-11-10 00:00:00.000000000
12098_ID,2006-09-29,2006-10-05 00:00:00.000000000
12100_ID,2006-10-28,2006-10-25 00:00:00.000000000
12101_ID,2006-10-28,2006-10-25 00:00:00.000000000
12102_ID,2006-10-10,2006-04-14 00:00:00.000000000
12110_ID,2006-10-25,
12111_ID,2006-11-22,2006-11-26 00:00:00.000000000
12112_ID,2006-11-01,
12092_ID,2006-12-20,2006-10-21 00:00:00.000000000
12106_ID,2006-10-20,2006-10-25 00:00:00.000000000
12107_ID,2006-11-20,2006-11-22 00:00:00.000000000
12139_ID,2006-12-14,2006-12-23 23:59:59.999999488
12108_ID,2006-10-16,2006-10-09 00:00:00.000000000
12117_ID,2006-11-14,2006-11-19 00:00:00.000000000
12134_ID,2006-11-01,
12140_ID,2006-10-28,2006-10-09 00:51:49.947150080
12141_ID,2006-10-28,2006-10-20 00:00:00.000000000
12151_ID,2006-12-18,2006-10-28 00:00:00.000000256
12155_ID,2006-11-03,
12156_ID,2006-11-05,2006-11-15 00:00:00.000000000
12157_ID,2006-12-14,2006-12-03 00:00:00.000000000
12158_ID,2006-10-26,2006-10-09 00:00:00.000000000
12159_ID,2006-12-10,2006-11-19 00:00:00.000000000
12160_ID,2006-12-10,2006-11-19 00:00:00.000000000
12161_ID,2006-12-10,2006-05-20 00:00:00.000000000
01266_ID,2006-09-29,2006-10-28 00:00:00.000000000
01268_ID,2006-11-03,
01270_ID,2006-10-18,2006-10-21 00:00:00.000000000
01271_ID,2006-10-18,2006-10-21 00:00:00.000000000
01272_ID,2006-10-19,2006-10-21 00:00:00.000000000
01273_ID,2006-11-01,
01275_ID,2006-10-24,2006-10-28 00:00:00.000000000
01277_ID,2006-10-19,2006-10-25 00:00:00.000000000
01278_ID,2006-10-06,2006-10-07 00:00:00.000000000
01274_ID,2006-10-06,2006-10-07 00:19:24.512804608
01276_ID,2006-09-10,
01255_ID,2006-10-31,
01256_ID,2006-09-25,
01258_ID,2006-10-06,2006-10-08 22:23:02.930759936
01259_ID,2006-10-17,2007-10-05 00:00:00.000000000
01260_ID,2006-10-31,
01261_ID,2006-10-31,2007-02-01 00:00:00.000000000
01262_ID,2006-11-01,2006-11-03 00:00:00.000000000
01263_ID,2006-11-01,
01264_ID,2006-07-01,2006-07-21 00:00:00.000000000
01265_ID,2006-12-06,
01267_ID,2006-11-20,
17995_ID,2007-07-01,2007-06-04 00:00:00.000000000
02248_ID,2007-07-01,
07023_ID,2007-07-01,
01600_ID,2007-09-16,2007-10-24 00:00:00.000000000
12043_ID,2007-01-29,2007-02-07 00:00:00.000000000
12061_ID,2007-01-29,2007-02-02 00:00:00.000000000
12073_ID,2007-01-29,2007-01-31 00:00:00.000000000
12076_ID,2007-02-05,
12077_ID,2007-02-05,2007-02-11 00:00:00.000000000
12083_ID,2007-01-01,
12661_ID,2007-11-12,2007-11-13 00:00:00.000000000
12668_ID,2007-11-05,2007-11-11 00:00:00.000000000
12671_ID,2007-11-05,2007-11-10 23:59:59.999998976
12673_ID,2007-11-25,
01211_ID,2007-01-29,2007-01-31 23:59:59.999999744
01212_ID,2007-02-24,
01217_ID,2007-01-29,2006-05-11 00:00:00.000000000
01233_ID,2007-02-27,2007-03-07 00:00:00.000000000
01235_ID,2007-01-29,2007-02-01 00:00:00.000000000
01236_ID,2007-01-28,2007-01-31 23:59:59.999999744
01239_ID,2007-03-08,2007-03-13 00:00:00.000000000
01242_ID,2007-01-29,2007-02-01 00:00:00.000000000
01248_ID,2007-01-09,2007-01-13 00:00:00.000000000
01249_ID,2007-02-03,2007-02-11 23:59:59.999999488
01251_ID,2007-01-26,2007-02-01 00:00:00.000000000
01252_ID,2007-01-29,2007-02-05 00:00:00.000000000
01527_ID,2007-11-25,2007-11-27 00:00:00.000000000
01533_ID,2007-11-21,
12626_ID,2007-10-24,2007-04-12 00:00:00.000000000
12627_ID,2007-10-14,
12636_ID,2007-10-25,2007-10-28 00:00:00.000000000
12637_ID,2007-10-25,
12638_ID,2007-10-25,
12639_ID,2007-10-25,2007-10-28 00:00:00.000000000
12640_ID,2007-10-25,2007-10-25 00:00:00.000000000
12641_ID,2007-10-25,2007-10-28 00:00:00.000000000
12680_ID,2007-11-15,2007-11-18 00:00:00.000000000
01484_ID,2007-10-14,
01488_ID,2007-10-05,2007-10-05 00:00:00.000000000
01510_ID,2007-12-04,
01511_ID,2007-10-05,2007-10-12 00:00:00.000000000
01517_ID,2007-10-06,2007-10-12 00:00:00.000000000
01518_ID,2007-10-06,2007-11-04 00:00:00.000000000
01520_ID,2007-11-03,
12622_ID,2007-11-07,2007-10-14 00:00:00.000000256
12624_ID,2007-12-31,2007-12-10 00:00:00.000000000
12625_ID,2007-11-25,
12631_ID,2007-11-26,2007-11-11 00:00:00.000000000
12632_ID,2007-12-10,2008-12-31 00:00:00.000000000
12634_ID,2007-12-12,
12649_ID,2007-10-24,2007-10-26 00:00:00.000000000
12650_ID,2007-11-04,2007-11-11 00:00:00.000000256
12651_ID,2007-10-24,2007-11-01 23:59:59.999999744
12652_ID,2007-10-16,2007-10-24 00:00:00.000000000
12653_ID,2007-10-16,
12654_ID,2007-11-20,2007-10-24 00:00:00.000000000
12656_ID,2007-11-21,2007-11-27 00:00:00.000000000
12679_ID,2007-11-16,2007-11-11 00:00:00.000000000
12682_ID,2007-11-28,2007-12-10 00:00:00.000000000
01307_ID,2007-06-24,2007-10-14 00:00:00.000000000
01308_ID,2007-06-24,2007-10-12 00:00:00.000000000
01485_ID,2007-10-16,
01490_ID,2007-10-16,2007-10-22 00:00:00.000000000
01491_ID,2007-10-22,2007-11-04 00:00:00.000000000
01492_ID,2007-10-30,
01493_ID,2007-10-07,2007-10-12 00:00:00.000000000
01494_ID,2007-10-23,2007-02-01 00:00:00.000000000
01495_ID,2007-11-07,2007-11-11 00:00:00.000000000
01496_ID,2007-10-14,2007-11-02 00:00:00.000000000
01499_ID,2007-10-16,
01500_ID,2007-09-23,
01503_ID,2007-10-03,2007-10-12 00:00:00.000000000
01504_ID,2007-10-03,2007-10-03 00:00:00.000000000
01505_ID,2007-10-20,2007-10-23 00:00:00.000000000
01506_ID,2007-11-20,
01509_ID,2007-10-30,
01513_ID,2007-10-24,2008-11-17 00:00:00.000000000
01521_ID,2007-11-02,2007-11-12 23:59:59.999999488
12214_ID,2007-06-24,2007-06-04 00:00:00.000000000
12215_ID,2007-06-26,
12216_ID,2007-06-26,
12635_ID,2007-12-31,2007-11-22 00:00:00.000000000
12645_ID,2007-11-24,2007-11-22 00:00:00.000000000
12646_ID,2007-11-19,2007-11-27 00:00:00.000000000
12655_ID,2007-10-14,2007-10-15 01:20:34.187532288
01489_ID,2007-10-14,2007-10-23 00:00:00.000000000
01512_ID,2007-10-24,2007-11-02 00:00:00.000000000
01514_ID,2007-10-23,2007-11-01 23:50:06.033483520
01516_ID,2007-11-20,2007-11-01 23:59:59.999999488
12085_ID,2007-01-01,2007-02-14 00:00:00.000000768
12086_ID,2007-02-23,2007-03-06 00:00:00.000000000
12684_ID,2007-11-05,2007-11-11 00:00:00.000000000
20119_ID,2007-04-01,
20127_ID,2007-09-16,
11931_ID,2007-06-06,
11946_ID,2007-04-12,2007-04-12 00:00:00.000000000
11952_ID,2007-03-31,
11963_ID,2007-06-06,
11964_ID,2007-06-06,2007-05-12 00:00:00.000000000
11965_ID,2007-06-06,2007-06-01 00:00:00.000000000
11966_ID,2007-06-06,
11967_ID,2007-06-06,
11968_ID,2007-06-06,
11978_ID,2007-04-13,
11979_ID,2007-04-13,
11980_ID,2007-04-13,
11981_ID,2007-04-13,
11982_ID,2007-04-13,
12005_ID,2007-06-06,2007-11-15 00:00:00.000000000
11955_ID,2007-04-03,2007-04-06 00:00:00.000000000
11956_ID,2007-04-14,2006-10-25 00:00:00.000000000
11932_ID,2007-04-20,2007-04-28 00:00:00.000000000
12012_ID,2007-05-10,2007-05-17 00:00:00.000000000
12013_ID,2007-05-10,2007-11-16 00:00:00.000000000
12016_ID,2007-05-10,
01199_ID,2007-05-11,2007-05-18 00:00:00.000000000
01200_ID,2007-05-11,2007-10-12 00:00:00.000000000
01186_ID,2007-04-21,
01190_ID,2007-04-22,
01183_ID,2007-05-11,2007-05-11 23:59:59.999999744
01184_ID,2007-04-20,2007-04-26 00:00:00.000000000
01187_ID,2007-05-03,
01192_ID,2007-04-20,2006-10-07 00:00:00.000000000
01193_ID,2007-04-20,2007-04-28 00:00:00.000000000
01194_ID,2007-05-01,
01170_ID,2007-06-10,2007-10-18 00:00:00.000000000
01171_ID,2007-05-07,2007-11-02 00:00:00.000000000
01172_ID,2007-05-23,2007-06-01 00:00:00.000000000
01173_ID,2007-04-20,2007-04-28 00:00:00.000000000
01174_ID,2007-05-17,2007-05-21 00:00:00.000000000
01175_ID,2007-05-18,
01176_ID,2007-05-17,
01177_ID,2007-05-17,2007-04-28 00:00:00.000000000
01180_ID,2007-05-17,2007-05-09 00:00:00.000000000
01182_ID,2007-05-10,2006-05-16 00:00:00.000000000
14508_ID,2008-07-01,
13045_ID,2008-11-03,
13053_ID,2008-12-31,2009-01-04 00:00:00.000000512
13054_ID,2008-12-31,2009-01-02 00:00:00.000000000
13055_ID,2008-12-31,2009-01-04 00:00:00.000000000
12605_ID,2008-01-16,2008-01-16 00:00:00.000000000
12564_ID,2008-02-12,
13028_ID,2008-12-29,2009-01-02 00:00:00.000000000
13035_ID,2008-08-17,2008-08-23 00:00:00.000000000
01390_ID,2008-01-08,2008-01-12 00:00:00.000000000
01867_ID,2008-10-15,2008-10-19 00:00:00.000000000
01870_ID,2008-10-20,2009-10-13 00:00:00.000000000
01879_ID,2008-12-30,2009-01-02 00:00:00.000000000
12594_ID,2008-01-27,2007-11-22 00:00:00.000000000
12603_ID,2008-01-23,2008-01-16 00:00:00.000000000
12990_ID,2008-12-02,2008-12-07 00:00:00.000000000
01386_ID,2008-04-16,2008-04-18 00:00:00.000000256
01387_ID,2008-04-16,2008-04-14 00:00:00.000000000
12420_ID,2008-05-07,2007-11-22 00:00:00.000000000
12422_ID,2008-04-15,2008-04-25 00:00:00.000000000
12502_ID,2008-05-08,
12521_ID,2008-05-07,
12522_ID,2008-05-07,
12543_ID,2008-04-16,
12544_ID,2008-05-07,
12590_ID,2008-01-23,
12591_ID,2008-01-23,
12592_ID,2008-01-31,
12595_ID,2008-01-31,
12597_ID,2008-01-30,
12600_ID,2008-01-26,2007-11-22 00:00:00.000000000
12609_ID,2008-01-02,2007-11-15 00:00:00.000000000
12987_ID,2008-10-15,
12988_ID,2008-10-22,2008-10-19 00:00:00.000000000
12989_ID,2008-10-22,2009-01-23 00:00:00.000000000
12991_ID,2008-11-19,2008-10-19 00:00:00.000000000
12994_ID,2008-10-09,2008-10-12 00:00:00.000000000
12995_ID,2008-12-17,
12997_ID,2008-11-10,2008-10-14 00:00:00.000000256
13002_ID,2008-11-16,
13003_ID,2008-12-12,2009-11-08 00:00:00.000000000
13005_ID,2008-10-08,
13006_ID,2008-10-08,
13008_ID,2008-11-18,
13009_ID,2008-12-03,
13010_ID,2008-12-03,
13013_ID,2008-12-30,2008-12-31 00:00:00.000000000
13014_ID,2008-12-18,
13015_ID,2008-11-10,
13016_ID,2008-12-18,
13017_ID,2008-10-22,2009-11-13 00:00:00.000000000
13041_ID,2008-11-18,
13042_ID,2008-11-18,
13047_ID,2008-11-17,
17953_ID,2008-04-01,
01384_ID,2008-04-14,2007-10-15 00:00:00.000000000
01395_ID,2008-04-14,2008-04-14 00:00:00.000000000
01396_ID,2008-05-07,2008-05-14 00:00:00.000000000
01397_ID,2008-04-12,
01399_ID,2008-05-18,
01769_ID,2008-10-17,2008-10-14 00:00:00.000000000
01770_ID,2008-10-17,2008-10-14 00:00:00.000000000
01771_ID,2008-10-17,2008-10-19 00:00:00.000000000
01772_ID,2008-10-11,2008-10-19 00:00:00.000000000
01774_ID,2008-12-01,2008-12-13 00:00:00.000000000
01778_ID,2008-12-11,
01779_ID,2008-12-11,2009-05-15 00:00:00.000000000
01780_ID,2008-09-06,
01781_ID,2008-09-06,2007-10-12 00:00:00.000000000
01783_ID,2008-10-27,
01784_ID,2008-11-02,2008-11-08 00:00:00.000000000
01785_ID,2008-09-29,
01786_ID,2008-11-29,
01787_ID,2008-11-02,2008-08-18 00:00:00.000000000
01788_ID,2008-10-16,2008-11-08 00:00:00.000000000
01789_ID,2008-10-25,
01790_ID,2008-10-10,2008-10-19 00:00:00.000000000
12406_ID,2008-04-12,
12408_ID,2008-04-13,2008-04-14 00:00:00.000000000
12409_ID,2008-04-13,2008-04-21 00:00:00.000000000
12412_ID,2008-04-12,2008-04-14 00:00:00.000000000
12423_ID,2008-05-02,2009-05-28 00:00:00.000000000
12424_ID,2008-05-02,2009-05-28 00:00:00.000000000
12425_ID,2008-05-02,2009-05-28 00:00:00.000000000
12432_ID,2008-05-14,
12433_ID,2008-05-14,2009-05-31 00:00:00.000000000
12452_ID,2008-05-15,
12463_ID,2008-05-14,
12469_ID,2008-05-08,2008-05-25 00:00:00.000000000
12499_ID,2008-04-15,
12984_ID,2008-10-08,2008-10-14 00:00:00.000000000
12985_ID,2008-11-14,2008-11-18 00:00:00.000000000
12986_ID,2008-11-14,
12996_ID,2008-12-18,2008-11-18 00:00:00.000000000
12998_ID,2008-12-12,2008-12-19 00:00:00.000000000
12999_ID,2008-12-30,
13000_ID,2008-12-30,2009-10-24 00:00:00.000000000
13001_ID,2008-12-30,
13004_ID,2008-10-28,
01761_ID,2008-10-14,2008-10-18 23:59:59.999999744
01762_ID,2008-10-14,
01763_ID,2008-11-30,2009-01-07 00:00:00.000000000
01764_ID,2008-11-30,2009-01-07 00:00:00.000000000
01765_ID,2008-10-10,2008-10-19 00:00:00.000000000
01766_ID,2008-10-18,2008-10-19 00:00:00.000000000
01767_ID,2008-12-01,
01768_ID,2008-11-15,
01773_ID,2008-11-13,2008-11-17 00:00:00.000000256
01775_ID,2008-11-13,2008-11-01 00:00:00.000000000
01776_ID,2008-11-14,2008-11-18 00:00:00.000000000
01777_ID,2008-11-14,2008-11-17 00:00:00.000000000
01791_ID,2008-10-11,2008-10-14 00:00:00.000000000
01792_ID,2008-08-15,2008-08-22 00:00:00.000000000
01793_ID,2008-10-11,2008-08-20 00:00:00.000000000
00887_ID,2009-07-01,2009-11-26 00:00:00.000000000
03250_ID,2009-07-01,
12731_ID,2009-04-07,
12807_ID,2009-02-15,2009-02-19 00:00:00.000000000
12827_ID,2009-01-19,2009-01-25 00:00:00.000000000
12830_ID,2009-01-15,2009-01-24 23:59:59.999999744
12837_ID,2009-02-07,2009-02-13 00:00:00.000000000
12838_ID,2009-02-09,2009-02-13 00:00:00.000000000
12852_ID,2009-02-14,2009-02-19 00:00:00.000000000
12860_ID,2009-05-04,
01755_ID,2009-01-06,2009-01-09 00:00:00.000000000
01756_ID,2009-04-12,2009-04-15 00:00:00.000000000
10164_ID,2009-05-07,2009-05-07 08:53:52.324803072
12760_ID,2009-05-18,2009-05-23 00:00:00.000000000
12972_ID,2009-01-09,2008-12-30 23:59:59.999999232
01610_ID,2009-05-30,2009-06-06 00:00:00.000000000
01613_ID,2009-06-09,2009-06-13 00:00:00.000000000
01614_ID,2009-06-05,
01615_ID,2009-06-09,
01616_ID,2009-05-18,
10160_ID,2009-05-07,2009-04-19 00:00:00.000000000
12723_ID,2009-05-14,2009-05-27 23:59:59.999999744
12725_ID,2009-05-01,2009-05-05 23:59:59.999999744
12726_ID,2009-05-18,2009-05-28 00:00:00.000000000
12727_ID,2009-04-29,
12730_ID,2009-05-14,2009-10-24 00:00:00.000000000
12732_ID,2009-01-31,2009-01-18 12:00:00.000000000
12737_ID,2009-01-15,
12738_ID,2009-01-15,
12739_ID,2009-01-15,
12749_ID,2009-05-02,2009-05-12 00:09:31.977465600
12750_ID,2009-04-30,2009-05-01 00:00:00.000000000
12751_ID,2009-04-30,2009-05-08 00:00:00.000000000
12753_ID,2009-04-20,
12754_ID,2009-05-07,2008-12-29 00:00:00.000000000
12756_ID,2009-05-15,
12757_ID,2009-05-15,
12758_ID,2009-05-19,
12759_ID,2009-05-08,
12762_ID,2009-05-04,
12764_ID,2009-05-19,2008-12-31 00:00:00.000000000
12766_ID,2009-04-29,
12769_ID,2009-05-15,
12770_ID,2009-03-26,2009-04-01 00:00:00.000000000
12877_ID,2009-01-31,
12878_ID,2009-05-02,2009-05-05 00:00:00.000000000
12906_ID,2009-04-16,2009-04-13 00:00:00.000000256
12907_ID,2009-04-16,
12942_ID,2009-05-29,2009-06-01 00:00:00.000000000
12953_ID,2009-05-09,
12954_ID,2009-05-09,
01611_ID,2009-06-02,2009-05-31 00:00:00.000000000
12719_ID,2009-05-01,2009-05-06 00:00:00.000000000
12733_ID,2009-05-29,
12755_ID,2009-05-16,
12791_ID,2009-05-18,2008-12-24 00:00:00.000000000
13427_ID,2009-12-20,
13430_ID,2009-11-02,
13431_ID,2009-10-24,2009-11-02 00:00:00.000000000
13432_ID,2009-11-24,2009-11-27 00:00:00.000000000
13468_ID,2009-11-10,2009-11-22 23:13:43.683849728
13464_ID,2009-11-02,
13467_ID,2009-10-20,
13471_ID,2009-12-03,2009-12-11 00:00:00.000000000
13472_ID,2009-11-16,2009-11-04 00:00:00.000000000
13474_ID,2009-11-24,2009-11-27 00:00:00.000000000
13480_ID,2009-12-02,2010-04-20 00:00:00.000000000
13482_ID,2009-11-02,2009-11-08 23:59:59.999999232
13465_ID,2009-10-16,2009-10-24 00:00:00.000000000
13469_ID,2009-12-02,2009-12-09 00:00:00.000000000
13475_ID,2009-10-16,2009-10-22 00:00:00.000000000
13413_ID,2009-12-16,2009-12-21 23:59:59.999999744
13414_ID,2009-11-24,2009-12-03 23:59:59.999999744
13489_ID,2009-11-22,2009-12-25 00:00:00.000000000
13452_ID,2009-11-03,2009-11-13 00:00:00.000000000
13453_ID,2009-11-28,2009-11-02 00:00:00.000000000
13454_ID,2009-12-10,2009-12-13 00:00:00.000000000
13455_ID,2009-12-02,
13456_ID,2009-12-17,2009-12-18 00:00:00.000000000
13457_ID,2009-11-29,2009-11-30 00:00:00.000000000
13459_ID,2009-12-11,2009-12-13 00:00:00.000000000
13460_ID,2009-12-11,
13461_ID,2009-12-07,
13462_ID,2009-12-04,2009-12-09 00:09:15.751321856
13490_ID,2009-11-11,2009-11-18 00:00:00.000000512
13493_ID,2009-11-09,
13444_ID,2009-12-10,2009-12-16 00:00:00.000000000
13458_ID,2009-12-09,
13423_ID,2009-12-13,2009-12-17 23:59:57.832359424
13424_ID,2009-11-24,2009-12-03 23:49:55.395212288
13445_ID,2009-12-17,2009-11-08 02:15:25.172273920
13446_ID,2009-12-11,2009-10-21 00:00:00.000000000
13447_ID,2009-12-11,
13448_ID,2009-12-22,2009-12-18 00:00:00.000000000
13449_ID,2009-12-17,2009-12-11 00:00:00.000000000
13450_ID,2009-12-17,
13483_ID,2009-12-22,2009-11-02 00:00:00.000000000
01663_ID,2009-10-16,2009-10-22 00:00:00.000000000
02087_ID,2009-12-07,2009-12-09 00:00:00.000000000
02098_ID,2009-12-20,2009-12-27 00:00:00.000000000
02103_ID,2009-12-29,2010-01-01 00:00:00.000000256
01883_ID,2009-06-15,2009-06-13 00:00:00.000000000
01884_ID,2009-06-15,
02115_ID,2009-10-07,2009-10-13 00:00:00.000000000
02116_ID,2009-10-09,2009-10-15 00:00:00.000000000
02121_ID,2009-09-27,2009-10-01 00:00:00.000000000
02122_ID,2009-10-08,
02124_ID,2009-10-09,2009-10-16 03:08:19.188904448
02125_ID,2009-10-05,2009-10-17 00:00:00.000000000
02126_ID,2009-09-19,
02127_ID,2009-10-27,
02129_ID,2009-11-14,
02130_ID,2009-08-04,2009-08-12 00:00:00.000000000
02131_ID,2009-11-08,2009-11-21 00:00:00.000000000
02132_ID,2009-11-07,
02133_ID,2009-09-20,2009-05-31 00:00:00.000000000
02134_ID,2009-11-16,
02137_ID,2009-10-16,2009-10-22 00:00:00.000000768
02138_ID,2009-08-03,
02139_ID,2009-10-15,2009-10-17 00:00:00.000000000
02140_ID,2009-10-19,
02141_ID,2009-08-04,2009-08-07 00:00:00.000000000
02142_ID,2009-10-22,
02123_ID,2009-10-09,2009-10-17 00:00:00.000000000
02107_ID,2009-11-02,2009-11-02 00:00:00.000000000
02109_ID,2009-11-23,2009-11-30 00:00:00.000000000
02110_ID,2009-11-24,2009-11-30 00:00:00.000000000
02112_ID,2009-12-13,2009-12-17 23:59:59.999999744
13466_ID,2009-10-09,2009-10-15 00:00:00.000000000
02146_ID,2009-11-02,
02147_ID,2009-10-27,
02148_ID,2009-10-27,
02151_ID,2009-10-22,
02153_ID,2009-11-01,2009-11-02 00:00:00.000000000
02154_ID,2009-11-01,2010-05-04 00:00:00.000000000
02155_ID,2009-11-01,
02159_ID,2009-11-23,2009-11-30 00:00:00.000000000
02160_ID,2009-11-23,2009-11-02 00:00:00.000000000
02161_ID,2009-11-23,2009-11-30 00:00:00.000000000
02163_ID,2009-10-31,2009-11-02 00:00:00.000000000
02152_ID,2009-10-14,2009-10-17 00:00:00.000000256
02156_ID,2009-11-26,2009-11-30 00:00:00.000000256
02157_ID,2009-10-16,2008-11-17 00:00:00.000000000
12805_ID,2009-04-19,
12979_ID,2009-02-11,2009-02-15 00:00:00.000000000
12983_ID,2009-03-16,
13040_ID,2009-05-10,
13485_ID,2009-10-17,
12806_ID,2009-05-15,
02412_ID,2010-11-29,
13497_ID,2010-03-13,
13920_ID,2010-09-21,2010-09-29 00:00:00.000000000
20138_ID,2010-09-17,
13829_ID,2010-12-28,2011-01-05 23:59:59.999999744
13534_ID,2010-11-02,2010-11-02 23:59:59.999999744
13535_ID,2010-10-17,
13536_ID,2010-10-15,2010-10-18 00:00:00.000000000
13537_ID,2010-11-27,2010-11-28 00:00:00.000000256
13539_ID,2010-11-02,2010-12-12 00:00:00.000000000
13540_ID,2010-09-24,2010-09-30 00:00:00.000000000
13541_ID,2010-11-16,2010-09-30 00:00:00.000000000
13543_ID,2010-11-16,2010-11-19 00:00:00.000000000
13544_ID,2010-09-30,2009-11-02 00:00:00.000000000
13547_ID,2010-10-26,2010-11-03 00:00:00.000000000
13914_ID,2010-12-17,2010-09-30 00:00:00.000000000
13538_ID,2010-10-07,2010-10-16 00:00:00.000000000
13542_ID,2010-11-26,2010-11-28 00:00:00.000000000
13546_ID,2010-09-29,
13894_ID,2010-10-16,2010-10-24 00:00:00.000000000
13895_ID,2010-11-03,2010-11-08 00:00:00.000000000
13897_ID,2010-12-26,2010-12-30 00:00:00.000000000
13529_ID,2010-10-19,2010-10-28 00:00:00.000000256
13521_ID,2010-09-17,
13522_ID,2010-09-23,2010-09-23 00:00:00.000000000
13523_ID,2010-10-01,2010-10-09 00:00:00.000000000
13525_ID,2010-10-06,2010-10-09 00:00:00.000000000
13526_ID,2010-10-04,
13527_ID,2010-10-04,2010-05-06 00:00:00.000000000
13528_ID,2010-10-02,
13530_ID,2010-10-16,
13524_ID,2010-10-06,2010-10-11 00:00:00.000000000
13908_ID,2010-09-24,2010-09-29 00:00:00.000000000
13910_ID,2010-10-09,2010-10-18 00:00:00.000000000
13912_ID,2010-09-23,
13919_ID,2011-01-17,2010-11-07 23:59:59.999999488
13548_ID,2010-12-16,
13915_ID,2010-09-22,2010-09-29 00:00:00.000000000
13916_ID,2010-10-18,2010-10-31 00:00:00.000000512
13921_ID,2010-09-29,2010-10-01 00:00:00.000000000
13924_ID,2010-10-01,2010-10-06 00:00:00.000000000
13925_ID,2010-12-16,2010-12-26 00:00:00.000000000
13927_ID,2010-11-18,2010-11-23 23:59:59.999999744
13930_ID,2010-10-26,2010-10-31 00:00:00.000000000
02242_ID,2010-09-21,
02401_ID,2010-10-09,2010-10-16 00:00:00.000000000
02201_ID,2010-09-17,2010-09-24 23:59:59.999999488
02210_ID,2010-10-04,
02195_ID,2010-09-21,2010-09-24 23:59:59.999999744
02197_ID,2010-09-29,
02198_ID,2010-09-29,
02205_ID,2010-08-11,2009-11-30 00:00:00.000000000
02206_ID,2010-08-11,
02207_ID,2010-08-11,2010-05-20 00:00:00.000000000
02196_ID,2010-10-13,2010-10-18 00:00:00.000000000
02413_ID,2010-08-11,
02418_ID,2010-09-30,2010-10-07 00:00:00.000000000
02427_ID,2010-11-03,2010-11-08 00:00:00.000000000
02435_ID,2010-12-19,
02438_ID,2010-12-21,2010-12-30 00:00:00.000000000
02441_ID,2010-12-29,
02165_ID,2010-06-08,
02166_ID,2010-06-08,
02168_ID,2010-06-10,
02194_ID,2010-09-21,
02199_ID,2010-09-14,2009-10-15 00:00:00.000000000
02226_ID,2010-09-06,
02227_ID,2010-08-03,
02229_ID,2010-07-23,
02230_ID,2010-09-15,
02231_ID,2010-09-15,
02232_ID,2010-08-19,
02220_ID,2010-08-23,
02221_ID,2010-08-23,
13320_ID,2010-04-25,2010-04-27 00:00:00.000000256
13323_ID,2010-05-08,2010-09-23 00:00:00.000000000
13327_ID,2010-04-27,
13329_ID,2010-05-08,2010-05-06 00:00:00.000000000
13330_ID,2010-05-10,
13331_ID,2010-05-10,2010-05-06 00:00:00.000000000
13334_ID,2010-04-29,2010-05-04 00:00:00.000000000
13337_ID,2010-05-12,2009-11-02 00:00:00.000000000
13340_ID,2010-05-12,2009-11-09 00:00:00.000000000
13341_ID,2010-04-27,
13342_ID,2010-04-27,
13322_ID,2010-04-25,2010-04-27 00:00:00.000000000
13333_ID,2010-05-08,
13343_ID,2010-05-14,
13374_ID,2010-05-12,2010-05-20 00:00:00.000000000
13375_ID,2010-05-12,
13382_ID,2010-05-21,2010-05-18 00:00:00.000000000
13383_ID,2010-05-21,
13384_ID,2010-05-21,
13385_ID,2010-05-21,
13386_ID,2010-05-21,
13387_ID,2010-05-21,
13388_ID,2010-05-21,
13389_ID,2010-05-21,
13390_ID,2010-05-21,
13262_ID,2010-04-20,2010-04-26 23:59:59.999999744
13263_ID,2010-04-20,
